CMDT_NAME,CHRC_NM,RLSE_DATE,KEYWORDS
라일락 걸스 1,마샤 홀 켈리,2018-12-07,미국소설
강남을 읽다,전상봉,2018-12-10,한국현대사 | 한국경제
보들보들,야마자키 요코,2018-12-10,자연
어머니,그라치아 마리아 델레다,2018-12-10,사랑
대화의 신,래리 킹,2018-12-11,대화법 | 화술
월급보다 내 사업,윤태성,2018-12-12,창업 | 재테크
백 년 전에 시작된 비밀,강다민,2018-12-12,역사 | 우정
사랑의 잔상들,장혜령,2018-12-12,한국에세이
루카치의 길,김경식,2018-12-14,서양철학
엄마가 변해야 아이도 변한다,김경집,2018-12-14,인문학
핫트렌드 2019: 어나더 라이프,김경훈,2018-12-17,인공지능
싱가포르 홀리데이(2019-2020),이동미,2018-12-20,여행가이드북
"한국, 한국인",마이클 브린,2018-12-20,경제성장
심미안 수업,윤광준,2018-12-20,예술
저스트고 유럽 소도시 여행 2: 중부 동부 유럽 9개국(2019-2020),최철호,2018-12-21,여행가이드북
세상은 됐고 나를 바꾼다,DJ 래피,2018-12-25,태도 | 인간관계 | 습관
피터 드러커 경영 컨설팅,윌리엄 코헨,2018-12-26,경영전략
그래  지금까지 잘 왔다,셰릴 스트레이드,2018-12-28,위로 | 명언 | 치유 | 힐링
서울을 떠나지 않는 까닭,임수현,2018-12-28,삶
점핑 코인 세트,카르페XD,2018-12-31,한국소설 | 로맨스소설
The Perfect Mother,"Molloy, Aimee",2018-12-31,영미소설 | 영화원작소설
도쿄커피(Tokyo Coffee),라니,2019-01-01,포토에세이
문화의 힘,아오키 사다시게,2019-01-02,마케팅전략
옆집 친구,미야노 사토코,2019-01-02,이별 | 감정 | 공감
크리스마스 캐럴,찰스 디킨스,2019-01-04,깨달음 | 희망
책쓰기가 이렇게 쉬울 줄이야,양원근,2019-01-04,글쓰기
어둠속의 항해,진 리스,2019-01-04,세계고전문학
비행하는 세계사,이청훈,2019-01-07,교양세계사
시크릿! 건강 핸드북,장영,2019-01-09,건강상식
NASA 행성을 기록하다,NASA,2019-01-10,우주
마법천자문 6: 지어라! 이름 명,스튜디오 시리얼,2019-01-10,아동학습만화 | 모험
오은영의 화해,오은영,2019-01-10,마음치유 | 내면 | 위로 | 조언
독일(2019~2020),이민정,2019-01-10,여행가이드북
마법천자문 10: 강철의 주먹! 주먹 권,스튜디오 시리얼,2019-01-10,아동학습만화 | 모험
"지금, 칭다오",고승희,2019-01-10,여행가이드북
홋카이도 홀리데이(2019-2020),인페인터글로벌,2019-01-11,여행가이드북
퇴근하고 강릉 갈까요?,어반플레이,2019-01-11,국내여행
잃어버린 시간을 찾아서 8: 소돔과 고모라 2,마르셀 프루스트,2019-01-11,세계고전문학 | 인간 | 내면
사양,다자이 오사무,2019-01-11,일본소설
이상한 마을에 놀러 오세요 1: 움직이는 학교,하민석,2019-01-14,모험
"시시한 역사, 아버지",우일문,2019-01-15,자전적에세이 | 한국현대사
제멋대로 떨고 있어,와타야 리사,2019-01-15,일본소설
나는 왜 저렇게 연주하지 못할까,David McGill,2019-01-15,예술
누리보듬 홈스쿨,한진희,2019-01-15,자녀교육
블러디 프로젝트,그레임 맥레이 버넷,2019-01-15,미스터리소설
언더독,오성윤,2019-01-16,행복
미래를 읽는 부모는 아이를 창업가로 키운다,이민정,2019-01-16,자녀교육 | 창의력
노벨 아저씨네 미스터리 팡팡센터,김하은,2019-01-17,과학자
부다페스트 홀리데이,유상현,2019-01-18,여행가이드북
내 안의 역사,전우용,2019-01-19,한국사
1일 30분,후루이치 유키오,2019-01-20,공부법
이십팔 독립선언,강세영,2019-01-21,위로 | 공감 | 청춘
한국사 영화관: 근현대 편,김정미,2019-01-22,한국근현대사
성공력,정진욱,2019-01-22,경영전략 | 사업 | 창업 | 성공법
시간으로 산 책,박종진,2019-01-24,독서 | 가족 | 사랑 | 행복 | 모험
에크리,자크 라캉,2019-01-25,정신분석 | 인문학
내 마음은,코리나 루켄,2019-01-27,마음 | 자존감 | 성장 | 감정
"Where'd You Go, Bernadette (Movie Tie-In edition)","Semple, Maria",2019-01-29,영화원작소설
고문진보(전집),성백효,2019-01-30,중국고전
나의 책 읽기 수업,송승훈,2019-01-30,책읽기
통장에 월세가 꼬박꼬박 쌓이는 수익형 부동산,최영식,2019-01-30,재테크
생각의 차이,애덤 퍼너,2019-01-30,철학
앞으로의 교양,스가쓰케 마사노부,2019-01-30,인문교양
사랑하는 마음,오채환,2019-02-01,사고력
무슨 말이야?,허정숙,2019-02-01,한글공부
생각하는 힘,장영란,2019-02-01,사고력
아이의 뇌에 상처 입히는 부모들,도모다 아케미,2019-02-05,두뇌 | 자녀교육 | 뇌과학
Love  Money  and Parenting,"Doepke, Matthias",2019-02-05,경제
평화의 지정학,니콜라스 존 스파이크먼,2019-02-11,외교
파우스트 1,요한 볼프강 폰 괴테,2019-02-11,세계고전문학 | 인간
인문학과 인문 교육,김진균,2019-02-15,인문교양서
배경 일러스트 메이킹,고아라,2019-02-15,애니메이션
개인투자자보다 안전하고 외국인과 기관투자자보다 승률 높은 ETF 투자 실전 가이드북,김태현,2019-02-15,재테크
토큰 이코노미,이희우,2019-02-20,경제전망 | 암호화폐
좋은 습관 동화 6종 세트(다국어카드 30종 포함),패이캔디,2019-02-20,생활습관
우리의 관계를 생각하는 시간,에린 K. 레너드,2019-02-20,교양심리
장자인문학,안희진,2019-02-20,고전처세
마음을 조종하는 고양이,사이조 나카,2019-02-20,일본소설
누구나 꽃이 피었습니다,김예원,2019-02-21,사회문제
"안녕, 컬러풀 미카!",미카,2019-02-22,그림에세이 | 위로
역설의 역설,한근태,2019-02-25,고전처세
정글의 아기 호랑이,조 위버,2019-02-25,가족 | 희망
개떡 같은 기분에서 벗어나는 법,안드레아 오언,2019-02-27,처세 | 자기관리
의사에게 의지하지 않아도 암은 사라진다,우쓰미 사토루,2019-02-28,건강이야기
지중해: 펠리페 2세 시대의 지중해 세계(3),페르낭 브로델,2019-02-28,세계사
성격의 유형들,테오프라스토스,2019-02-28,인간본성
철학의 슬픔,문성원,2019-02-28,교양철학
여자는 야동보면 안 돼?,이남석,2019-02-28,사랑 | 자존감
데미안,헤르만 헤세,2019-02-28,세계고전문학 | 자전적소설 | 청춘 | 고뇌 | 방황 | 정신분석
아무도 미워하지 않는 개의 죽음 1(큰글자도서),하재영,2019-03-01,논픽션
거짓말의 역사,자크 데리다,2019-03-01,진실 | 서양철학
단짠한 한국현대사,김민우,2019-03-01,한국사
너는 갔어야 했다,다니엘 켈만,2019-03-01,미스터리소설 | 영화원작소설
통일 후 3년,곽랑주,2019-03-01,미래예측
우리는 바이킹을 탄다,홍민정,2019-03-01,자존감 | 우정
"오늘부터 제대로, 금융공부(큰글자도서)",권오상,2019-03-01,금융상식
인조이 호주 미니북,정태관,2019-03-02,여행가이드북
햄릿/오셀로/리어 왕/맥베스/율리우스 카이사르,윌리엄 셰익스피어,2019-03-03,세계고전문학
전쟁은 끝났어요,곽재식,2019-03-04,유토피아
돈을 좋아하는 사람 돈이 좋아하는 사람,사쿠라가와 신이치,2019-03-04,부자되는법 | 자기관리
현대 정치사상의 파노라마,테렌스 볼,2019-03-04,민주주의
로로로 초등 과학 4학년,윤병무,2019-03-04,과학이야기
"모지스 할머니, 평범한 삶의 행복을 그리다",이소영,2019-03-05,삶
엄마는 행복이야,안병화,2019-03-08,행복 | 감정
오늘도 출근을 해냅니다,스테르담,2019-03-10,직장인
당신의 일은 안녕하십니까,스즈키 다카히로,2019-03-11,미래예측 | 경제전망 | 인공지능
좋은지 나쁜지 누가 아는가,류시화,2019-03-11,삶 | 인생 | 한국에세이
감나무,박서현,2019-03-11,지혜
샹젤리제 거리의 작은 향수가게,레베카 레이즌,2019-03-11,로맨스소설
어둠 속 이야기,박소희,2019-03-11,창의력
붉은 꽃 페르난디 3,월강,2019-03-12,한국소설 | 로맨스소설
제주에서 보물찾기 1,팝콘스토리,2019-03-14,아동학습만화
"뮌헨: 아우크스부르크, 퓌센, 무르나우, 레겐스부르크, 파사우",박종호,2019-03-14,여행가이드북
모리셔스 홀리데이,양인선,2019-03-14,여행가이드북
Live 과학 세트(21-25권),최재훈,2019-03-15,아동학습만화
Why? 전쟁,이근,2019-03-15,아동학습만화
너와 나의 5.18,김정인,2019-03-18,진실
포토샵 & 프리미어프로CC 무작정 따라하기(2019),민지영,2019-03-18,크리에이터
처음 읽는 신영복,이재은,2019-03-20,실천
페인티드 드럼,루이스 어드리크,2019-03-20,미국소설
응급의학과 의사 아빠의 안전한 육아,김현종,2019-03-22,육아법
심리학이 이렇게 쓸모 있을 줄이야,류쉬안,2019-03-25,교양심리 | 인간관계 | 사랑
머니패턴,이요셉,2019-03-25,부자되는법 | 재테크
풀어주고 늘여주고 강화하라,김경은,2019-03-28,생활습관
당신과 함께,잔디어,2019-03-29,사랑 | 연인 | 힐링
올드 스쿨,토바이어스 울프,2019-03-29,영미소설 | 욕망
열이 나서 쉬고 있는 너에게,시리아가리 고토부키,2019-03-29,가족 | 마음
파이썬 라이브러리를 활용한 머신러닝,안드레아스 뮐러,2019-03-29,인공지능
이현세 만화 그리스 로마 신화 8: 황금 양털을 찾아서,이현세,2019-04-02,욕망 | 사랑 | 역사
혼자 공부하지 못하는 아이들,박인연,2019-04-03,공부법
어린이 탈무드,마빈 토케이어,2019-04-05,지혜 | 용기 | 진실
깨달음 그리고 지혜 2,레스터 레븐슨,2019-04-05,삶의지혜
싸가지 생존기,손현주,2019-04-08,우정 | 가족
오소리의 이별 선물,수잔 발리,2019-04-10,유아그림책 | 죽음 | 이별
제주도 여행백서(2019-2020년),손만기,2019-04-10,국내여행
해상화열전(상),한방경,2019-04-10,중국소설
미래학자의 통찰의 기술,최윤식,2019-04-10,경제전망
퇴근할까 퇴사할까,민선정,2019-04-10,직장인
인생을 바꾸는 정리 기술,윤정훈,2019-04-11,자기관리 | 자기혁신
프리미어프로CC 2019 무작정 따라하기,이현석,2019-04-12,크리에이터
멋쟁이 낸시와 아기 고양이,제인 오코너,2019-04-12,성장 | 마음 | 배려
인간 실격(미니북)(초판본)(1948년 오리지널 초판본 표지디자인),다자이 오사무,2019-04-12,세계고전문학 | 일본고전 | 일본소설 | 자전적소설 | 수기 | 인간본성 | 불안 | 두려움 | 위선 | 파멸
결단,롭 무어,2019-04-12,경영전략 | 백만장자 | 부자되는법
Why? 한국사: 법과 형벌,이근,2019-04-15,아동학습만화
4차 산업혁명의 뉴노멀,천우정,2019-04-15,인공지능
애프터 이펙트 CC 2019 무작정 따라하기,신의철,2019-04-15,크리에이터
그날을 말하다 요한 엄마 김금자,4·16기억저장소,2019-04-16,유가족
그날을 말하다 수현 아빠 박종대,4·16기억저장소,2019-04-16,유가족
우리  독립출판 2,김규림,2019-04-16,편집
페루 홀리데이(2019-2020),이수호,2019-04-18,여행가이드북
사람의 자리: 과학의 마음에 닿다,전치형,2019-04-21,과학이야기
네 개의 서명,아서 코난 도일,2019-04-22,세계고전문학 | 영미소설 | 추리소설
별 낚시,김상근,2019-04-22,유아그림책
당신의 행복은 해킹당했다,비벡 와드와,2019-04-22,경제전망
Man's Search for Meaning,"Frankl, Viktor E.",2019-04-23,자전적에세이 | 삶의의미
"People, Power, and Profits",Stiglitz  Joseph E.,2019-04-23,자본주의
마르가리타의 모험 1: 수상한 해적선의 등장,구도 노리코,2019-04-25,우정
"사랑, 중세에서 종교개혁기까지",#,2019-04-25,교양철학
트래블로그 나트랑 & 무이네(2019~2020),정덕진,2019-04-29,여행가이드북
큰 별쌤 최태성의 한국사 수호대 6,최태성,2019-04-30,아동학습만화
메이크 타임,제이크 냅,2019-04-30,시간관리
위대한 소원 3,하늘가리기,2019-04-30,한국소설 | 로맨스소설
허클베리 핀의 모험,마크 트웨인,2019-04-30,용기
와글와글 어린이 경제 수업,김세연,2019-04-30,세계경제 | 경제학 | 습관 | 사회
쇠퇴하는 아저씨 사회의 처방전,야마구치 슈,2019-04-30,중년 | 리더십
유대인 생각공부,쑤린,2019-04-30,생각법
알프스 소녀 하이디,요한나 슈피리,2019-04-30,사랑 | 행복 | 희망 | 자연
레몬,권여선,2019-04-30,미스터리소설 | 한국소설 | 추리소설
힐링 산림욕,신원섭,2019-05-01,스트레스 | 힐링
스위스(SWITZERLAND)(2019~2020),김문희,2019-05-01,여행가이드북
보노짱 1-5권 + 노트 세트,이가라시 미키오,2019-05-01,그림에세이
내 인생이다 임마,장성규,2019-05-02,인생 | 자전적에세이
운명이다,#,2019-05-03,정치가
사랑에 빠질 때 나누는 말들,탁경은,2019-05-03,소통
나의 문화유산답사기 세트(1-2권),김경후,2019-05-03,한국사 | 문화유산
동그라미,맥 바넷,2019-05-05,두려움 | 극복
개바쁜 나를 위한 시간 관리법,올리버 루크 델로리,2019-05-10,시간관리
할아버지와 순돌이는 닮았어요,김준영,2019-05-10,유아그림책 | 가족 | 사랑 | 이별 | 극복 | 성장
삶이 괴롭냐고 심리학이 물었다,게일 브레너,2019-05-13,불안 | 두려움
나이트 워치,세라 워터스,2019-05-13,청춘
마당 씨의 가족 앨범(상),홍연식,2019-05-14,가족 | 삶 | 행복
아이가 사라지는 세상,조영태,2019-05-15,사회문제
"다시, 책으로",매리언 울프,2019-05-15,독서 | 책읽기
불안해서 잠이 오지. 않아,미즈시마 히로코,2019-05-17,불안
어른은 어떻게 성장하는가,존 헤네시,2019-05-17,조직관리
역사 논쟁,최영민,2019-05-20,한국사 | 세계사
나쁜 감정 정리법,에노모토 히로아키,2019-05-22,마인드컨트롤 | 감정
호모 마케터스,조명광,2019-05-23,마케팅전략
너그럽고 속이 깊은 버들글씨 체본 노트,류미옥,2019-05-24,손글씨
청소의 발견,박규빈,2019-05-24,생활습관
행복은 늘 내 곁에 있어,임진순 외 99명,2019-05-24,행복 | 힐링
경제용어도감,하나오카 사치코,2019-05-25,경제상식
누워서 발목펌프 10분 만보를 이긴다,반채화,2019-05-25,건강상식
인트리고: 디어 아그네스(Dear Agnes),호칸 네세르,2019-05-25,죽음 | 친구 | 반전
미드 스크린 단숨에 따라듣기,E&C,2019-05-27,영어회화
찰리 브라운  걱정이 없으면 걱정이 없겠네,찰스 M. 슐츠,2019-05-27,삶의철학
무작정 따라하기 괌(2019-2020),김수정,2019-05-27,여행가이드북
35년 5: 1931-1935 만주침공과 새로운 무장투쟁,박시백,2019-05-27,한국사
여든아홉이 되어서야 이 이야기를 꺼냅니다,한준식,2019-05-28,회고록
홋카이도 무작정 따라하기(2019-2020),홍수연,2019-05-29,여행가이드북
다낭: 호이안 후에 무작정 따라하기(2019-2020),전상현,2019-05-29,여행가이드북
아무 일도 아니야!,고이즈미 요시히로,2019-05-30,그림에세이 | 고민 | 행복 | 슬픔
나만의 비밀,스미노 요루,2019-06-01,청춘 | 성장
엄마 혼자 잘해주고 아들에게 상처받지 마라,곽소현,2019-06-01,자녀교육
한반도 경제협력지도,#,2019-06-01,한국경제
"어느 날, 우리는",안승준,2019-06-03,그림에세이
Emotional Advantage,"Taran, Randy",2019-06-04,뇌과학
생쥐 스탠리를 찾아라,제이미 해리스,2019-06-05,숨은그림찾기
오사카 사람의 속마음,마스다 미리,2019-06-05,일상
감자꽃 고향,김동근,2019-06-05,한국에세이
아이여행 가이드북,권다현,2019-06-10,국내여행 | 여행가이드북
